,class,stained_cell_count,light_stain_count
6943,class2,698,1854
6944,class2,1766,441
6945,class4,2471,2769
6946,class0,3942,3086
6947,class3,4771,1001
6948,class1,2746,3339
6949,class6,2635,4096
6950,class1,2732,4922
6951,class1,4694,1159
6952,class3,11,1736
6953,class6,3053,550
6954,class6,2740,898
6955,class0,4039,3568
6956,class1,1699,7786
6957,class4,3901,1849
6958,class6,2477,1596
6959,class1,2484,2027
6960,class1,3533,2596
6961,class6,6463,507
6962,class3,2845,592
6963,class5,639,1430
6964,class2,689,115
6965,class7,269,6880
6966,class0,6628,944
6967,class3,4913,4368
6968,class1,3109,4204
6969,class3,4022,8243
6970,class3,3424,8285
6971,class1,3119,2855
6972,class1,4982,1963
6973,class6,2970,591
6974,class6,3331,2051
6975,class7,45,65
6976,class3,3729,3906
6977,class0,3780,484
6978,class4,5910,5689
6979,class2,1500,877
6980,class6,3313,749
6981,class2,1607,291
6982,class3,3579,7158
6983,class4,3557,1143
6984,class5,1017,297
6985,class1,4979,4718
6986,class2,604,506
6987,class1,3636,1710
6988,class1,3302,1946
6989,class2,281,783
6990,class2,317,797
6991,class1,4667,3767
6992,class6,2177,1353
6993,class3,6915,2551
6994,class5,5639,1639
6995,class5,5603,1948
6996,class0,4967,746
6997,class1,2832,4560
6998,class6,2918,1972
6999,class7,602,11111
7000,class0,6937,15806
7001,class7,169,16
7002,class4,4657,255
7003,class6,2524,6205
7004,class4,3951,3555
7005,class3,3785,698
7006,class3,4020,6125
7007,class3,6681,4224
7008,class0,5381,1370
7009,class1,4157,3790
7010,class2,661,1508
7011,class5,4792,934
7012,class6,3412,1108
7013,class5,2114,1368
7014,class3,4186,446
7015,class0,8463,1782
7016,class1,1475,6181
7017,class3,4009,1614
7018,class3,3330,1099
7019,class7,118,184
7020,class3,3822,2457
7021,class2,4078,517
7022,class2,1572,470
7023,class7,82,44
7024,class6,2057,5307
7025,class6,2297,2101
7026,class1,4551,1327
7027,class0,5011,1334
7028,class5,4334,178
7029,class5,2511,132
7030,class6,2891,526
7031,class5,3691,305
7032,class4,4526,111
7033,class4,2790,2429
7034,class4,4936,413
7035,class1,3151,2449
7036,class6,3462,5673
7037,class6,1305,81
7038,class6,2185,2151
7039,class3,4423,1750
7040,class0,5803,1739
7041,class3,3027,824
7042,class4,4269,228
7043,class0,6428,1164
7044,class3,5031,3951
7045,class6,3407,1648
7046,class1,2529,5459
7047,class3,5809,1081
7048,class1,4187,7615
7049,class6,2885,961
7050,class0,2338,2013
7051,class3,5594,4770
7052,class1,4357,1560
7053,class3,5797,8537
7054,class0,5155,353
7055,class4,5811,67
7056,class5,6652,1066
7057,class3,4179,5549
7058,class3,3364,1397
7059,class7,442,197
7060,class5,3774,764
7061,class0,6124,2564
7062,class1,1685,5821
7063,class2,350,4787
7064,class6,3661,4719
7065,class3,4255,2720
7066,class7,233,41
7067,class5,4913,1282
7068,class6,2750,5365
7069,class4,4219,193
7070,class4,2805,4456
7071,class6,2916,456
7072,class0,4063,1644
7073,class3,4117,3135
7074,class4,124,0
7075,class5,4662,1200
7076,class7,0,707
7077,class7,59,415
7078,class3,28,24
7079,class5,1128,305
7080,class7,2,318
7081,class4,2519,4240
7082,class7,71,1245
7083,class2,832,1690
7084,class4,3320,22
7085,class2,134,12
7086,class1,3187,342
7087,class3,4659,2565
7088,class5,6043,1194
7089,class7,0,486
7090,class3,5332,1736
7091,class3,5590,3161
7092,class3,3328,1692
7093,class3,0,1400
7094,class1,1767,10747
7095,class7,107,2607
7096,class6,2531,136
7097,class7,35,365
7098,class6,3057,6042
7099,class2,3858,693
7100,class1,3764,4562
7101,class6,2006,794
7102,class5,0,0
7103,class5,3222,2402
7104,class4,872,4211
7105,class6,2854,232
7106,class1,3408,5403
7107,class7,720,398
7108,class1,3266,5199
7109,class5,200,2454
7110,class3,5082,2227
7111,class5,2640,903
7112,class6,3708,3415
7113,class6,2012,532
7114,class3,3865,10085
7115,class3,5364,3184
7116,class6,3588,4810
7117,class7,29,363
7118,class6,1810,1276
7119,class4,4886,42
7120,class7,107,554
7121,class1,5865,3125
7122,class1,3616,5318
7123,class4,4500,1897
7124,class1,4080,5542
7125,class3,3221,5222
7126,class6,2199,2210
7127,class1,2577,6211
7128,class0,4680,4865
7129,class6,2737,4985
7130,class2,211,2192
7131,class6,2116,585
7132,class3,3700,8018
7133,class1,2178,2092
7134,class2,1356,105
7135,class1,4026,2114
7136,class7,286,50
7137,class0,716,4
7138,class7,15,2037
7139,class1,4053,3196
7140,class6,3079,2537
7141,class0,3789,6882
7142,class2,2542,186
7143,class1,2985,5289
7144,class7,2,93
7145,class1,2095,1765
7146,class2,1529,971
7147,class1,4296,5161
7148,class3,2620,5323
7149,class3,4349,1540
7150,class1,3030,2126
7151,class1,4845,1269
7152,class6,2155,116
7153,class5,2972,2377
7154,class3,3725,2047
7155,class6,2129,416
7156,class6,2485,3638
7157,class7,38,109
7158,class3,0,0
7159,class6,1998,146
7160,class3,3189,764
7161,class1,2924,9664
7162,class6,2769,8333
7163,class7,119,924
7164,class3,3404,6181
7165,class1,3393,3968
7166,class6,1751,1940
7167,class2,332,8138
7168,class0,7186,1704
7169,class7,703,6842
7170,class0,5978,506
7171,class4,4954,2859
7172,class1,1765,5416
7173,class1,2542,5736
7174,class1,2658,5184
7175,class1,2629,9101
7176,class2,1344,273
7177,class0,3900,281
7178,class3,6216,1008
7179,class3,2602,2292
7180,class6,2748,177
7181,class7,740,56
7182,class4,3073,1736
7183,class1,2952,5486
7184,class1,2933,3395
7185,class6,3242,5998
7186,class2,467,103
7187,class1,3676,2807
7188,class5,791,888
7189,class3,3907,2032
7190,class7,30,434
7191,class5,5267,1337
7192,class5,3910,2309
7193,class4,5348,73
7194,class6,2195,121
7195,class5,3275,3047
7196,class7,41,432
7197,class0,4670,3812
7198,class5,7421,3244
7199,class0,5117,1379
7200,class2,1655,1352
7201,class1,2869,5553
7202,class7,209,170
7203,class0,6433,7538
7204,class4,5415,5683
7205,class6,2935,269
7206,class1,2760,2277
7207,class6,2981,119
7208,class1,3479,2157
7209,class2,78,41
7210,class6,2992,468
7211,class6,113,2
7212,class4,5561,161
7213,class3,4018,7495
7214,class0,3702,1321
7215,class3,0,0
7216,class3,6506,1534
7217,class5,3264,2409
7218,class1,3118,2243
7219,class6,3611,1274
7220,class2,302,73
7221,class1,3630,3078
7222,class6,2315,1217
7223,class5,118,97
7224,class1,79,871
7225,class1,3185,4101
7226,class1,3772,2318
7227,class3,3150,6295
7228,class3,7639,788
7229,class6,1167,61
7230,class1,4217,4365
7231,class4,125,5967
7232,class6,2918,4460
7233,class6,2129,8882
7234,class6,2006,2782
7235,class6,4331,8138
7236,class6,2668,310
7237,class3,3000,2210
7238,class1,4229,3410
7239,class6,3070,3383
7240,class3,4459,5656
7241,class4,6708,229
7242,class3,3691,5671
7243,class3,3777,927
7244,class2,1564,1451
7245,class1,2486,6078
7246,class6,2736,804
7247,class1,4191,1653
7248,class6,2654,5307
7249,class2,879,126
7250,class6,2656,666
7251,class0,7296,1851
7252,class3,4816,1212
7253,class4,3495,125
7254,class7,149,157
7255,class3,6616,462
7256,class1,3018,4393
7257,class1,3362,3494
7258,class2,217,734
7259,class4,3529,60
7260,class7,1,107
7261,class2,576,86
7262,class1,2823,2141
7263,class6,2139,2809
7264,class5,4083,647
7265,class3,5074,3033
7266,class6,2247,1374
7267,class3,5421,2246
7268,class5,2312,2721
7269,class0,5152,1686
7270,class1,2707,5276
7271,class5,3932,520
7272,class6,2568,631
7273,class6,3468,4103
7274,class6,2570,3926
7275,class6,3122,665
7276,class6,3472,609
7277,class3,3689,9506
7278,class3,4586,2681
7279,class7,0,633
7280,class6,2431,1980
7281,class2,185,358
7282,class3,3340,1784
7283,class1,3394,4849
7284,class0,4516,5075
7285,class5,2382,1315
7286,class7,599,2202
7287,class2,119,7886
7288,class1,3179,2304
7289,class3,0,2
7290,class5,6368,1690
7291,class7,417,1253
7292,class5,4312,3344
7293,class6,1944,2426
7294,class7,771,374
7295,class7,113,114
7296,class7,15,396
7297,class0,4290,1507
7298,class6,2211,1850
7299,class2,230,6345
7300,class1,2000,7260
7301,class1,4844,7259
7302,class6,2023,9074
7303,class7,28,249
7304,class3,4776,1266
7305,class7,703,5570
7306,class3,5002,4084
7307,class3,5178,2374
7308,class7,4,239
7309,class6,1411,110
7310,class7,186,59
7311,class1,2951,1483
7312,class7,871,426
7313,class7,916,3585
7314,class6,2667,718
7315,class2,868,2098
7316,class2,179,6527
7317,class0,5005,1086
7318,class7,0,110
7319,class4,1705,522
7320,class2,2316,1992
7321,class0,261,465
7322,class1,1674,3815
7323,class1,4917,2505
7324,class6,5699,455
7325,class6,2774,600
7326,class4,3003,2715
7327,class7,0,73
7328,class5,947,2258
7329,class3,3451,8644
7330,class1,3515,4614
7331,class6,3271,4539
7332,class1,2341,5273
7333,class3,4631,3367
7334,class3,3818,3485
7335,class2,331,731
7336,class5,0,0
7337,class2,173,1882
7338,class1,3621,5406
7339,class7,10,121
7340,class6,3089,722
7341,class7,1,131
7342,class3,4520,576
7343,class1,3329,5246
7344,class7,184,282
7345,class6,2397,3036
7346,class6,1676,3076
7347,class6,2282,538
7348,class2,1658,495
7349,class1,0,559
7350,class7,34,3508
7351,class5,2622,670
7352,class1,2169,6440
7353,class3,5097,1703
7354,class1,3054,3241
7355,class7,121,1846
7356,class2,1537,4977
7357,class6,3231,1316
7358,class1,2888,1476
7359,class1,3943,3664
7360,class1,3559,3708
7361,class1,2773,3151
7362,class3,2167,6082
7363,class0,6420,1577
7364,class1,2286,2356
7365,class0,3906,139
7366,class4,1675,1548
7367,class7,1,1480
7368,class1,1487,5184
7369,class7,0,108
7370,class1,2130,6030
7371,class2,1294,4117
7372,class1,4043,9378
7373,class7,1073,28
7374,class3,5216,1055
7375,class6,3994,6496
7376,class3,3858,3035
7377,class1,3681,5797
7378,class7,630,2473
7379,class7,82,338
7380,class5,2429,869
7381,class4,7365,373
7382,class5,4799,2687
7383,class7,405,4
7384,class6,3136,750
7385,class2,863,7881
7386,class6,1808,1353
7387,class3,2465,2222
7388,class3,2551,2304
7389,class6,2114,4919
7390,class5,6275,2556
7391,class6,4093,624
7392,class4,3393,1864
7393,class4,4916,1394
7394,class6,2810,4416
7395,class6,2493,11639
7396,class7,376,701
7397,class7,112,3276
7398,class3,5095,1221
7399,class6,2319,3041
7400,class3,4283,2396
7401,class1,13,488
7402,class6,3035,7308
7403,class7,7,561
7404,class3,8946,3453
7405,class6,1623,4892
7406,class3,3041,779
7407,class7,1155,694
7408,class2,1018,3055
7409,class5,3669,1749
7410,class7,53,575
7411,class1,2427,6613
7412,class4,2827,1225
7413,class2,3804,309
7414,class7,231,166
7415,class1,3304,6136
7416,class2,215,17
7417,class5,556,857
7418,class7,228,391
7419,class6,3090,318
7420,class2,3120,156
7421,class1,3182,6860
7422,class6,2605,4436
7423,class0,4439,3685
7424,class7,28,140
7425,class1,4995,7829
7426,class6,1627,1907
7427,class6,3138,3002
7428,class6,2138,287
7429,class5,1557,1575
7430,class7,31,4035
7431,class7,323,97
7432,class1,3442,5163
7433,class0,6690,1028
7434,class1,3266,1844
7435,class6,2160,3582
7436,class6,3153,3900
7437,class3,4102,948
7438,class7,1,4149
7439,class4,1388,5434
7440,class5,6109,2020
7441,class6,1919,817
7442,class6,2744,3971
7443,class3,7656,4984
7444,class6,2937,9220
7445,class6,3003,4534
7446,class3,2791,6998
7447,class3,3332,6960
7448,class7,249,684
7449,class5,186,802
7450,class1,5103,4679
7451,class4,5287,515
7452,class2,313,79
7453,class7,37,505
7454,class2,2379,1657
7455,class6,2299,731
7456,class6,2318,504
7457,class6,3377,3958
7458,class2,1027,983
7459,class1,4368,1220
7460,class6,2018,147
7461,class3,6057,1066
7462,class1,3191,4313
7463,class1,2829,3264
7464,class5,5871,3028
7465,class2,3200,619
7466,class2,1766,393
7467,class3,5390,223
7468,class1,2522,1850
7469,class2,292,514
7470,class1,3806,6348
7471,class5,5560,1649
7472,class6,2270,179
7473,class6,3446,2315
7474,class1,3119,6489
7475,class0,4720,8244
7476,class7,41,8460
7477,class4,5617,757
7478,class3,3492,3793
7479,class6,2311,910
7480,class1,3138,4295
7481,class6,3050,6114
7482,class0,6454,8625
7483,class1,3391,1348
7484,class0,4049,1114
7485,class3,4185,5407
7486,class6,2586,205
7487,class3,3170,5469
7488,class1,4930,2741
7489,class5,5744,2678
7490,class4,4713,25
7491,class7,10,356
7492,class6,3307,560
7493,class1,3228,2461
7494,class6,1876,9366
7495,class5,2294,2215
7496,class2,366,1498
7497,class6,3310,3715
7498,class1,2603,2529
7499,class0,5390,6657
7500,class7,272,8592
7501,class7,0,517
7502,class3,3972,8001
7503,class5,5372,2311
7504,class1,2060,8361
7505,class6,2849,1564
7506,class1,389,1976
7507,class7,416,522
7508,class7,1,2210
7509,class2,1200,968
7510,class1,2904,3078
7511,class3,4318,2858
7512,class1,5065,3201
7513,class7,62,251
7514,class7,154,1173
7515,class4,5715,361
7516,class5,1904,1587
7517,class1,3046,9709
7518,class2,540,2006
7519,class6,3227,1511
7520,class1,3416,9834
7521,class7,2,221
7522,class6,3055,3333
7523,class7,502,3391
7524,class3,3334,3829
7525,class3,4576,501
7526,class5,7197,720
7527,class7,0,1869
7528,class1,3230,5748
7529,class3,3705,7483
7530,class2,2027,502
7531,class1,4750,7568
7532,class6,2949,339
7533,class6,1927,2626
7534,class1,4546,2065
7535,class6,2611,851
7536,class0,2940,4274
7537,class3,5457,6629
7538,class2,193,2
7539,class4,3603,2230
7540,class6,2002,2057
7541,class3,2902,440
7542,class7,806,1767
7543,class7,71,10
7544,class6,2509,1291
7545,class1,2977,845
7546,class6,2122,750
7547,class6,3631,3319
7548,class1,3094,7089
7549,class5,5924,4157
7550,class6,2809,356
7551,class1,2582,1563
7552,class4,4690,797
7553,class1,4501,3356
7554,class7,40,808
7555,class6,3051,319
7556,class1,2451,3321
7557,class1,3511,5250
7558,class3,4208,2899
7559,class1,2714,3771
7560,class3,19,2932
7561,class0,5391,456
7562,class6,2499,1960
7563,class0,12211,7393
7564,class6,2922,3354
7565,class5,4750,2266
7566,class6,2348,1186
7567,class1,3179,1785
7568,class1,3000,1545
7569,class3,4298,2131
7570,class7,108,64
7571,class3,4925,617
7572,class3,4991,1464
7573,class7,535,290
7574,class0,4470,3771
7575,class1,3114,5896
7576,class4,2250,883
7577,class7,72,29
7578,class2,4309,566
7579,class6,2599,609
7580,class6,2007,4325
7581,class1,3068,4594
7582,class2,152,1444
7583,class5,2064,2562
7584,class6,2678,1221
7585,class1,306,5763
7586,class2,142,5132
7587,class6,1775,742
7588,class7,103,205
7589,class3,3237,5359
7590,class2,210,3724
7591,class4,6110,1758
7592,class0,4498,1807
7593,class1,2612,3723
7594,class6,2983,3483
7595,class3,4,0
7596,class3,4668,1191
7597,class7,293,104
7598,class3,3304,2567
7599,class6,3359,3361
7600,class3,3531,4108
7601,class3,2044,2070
7602,class7,374,1334
7603,class0,7306,2307
7604,class4,4605,16
7605,class7,919,71
7606,class3,3565,2528
7607,class3,5136,1969
7608,class5,3085,652
7609,class5,5528,2533
7610,class1,3199,2078
7611,class4,5329,989
7612,class4,2670,194
7613,class6,2915,1187
7614,class6,2630,4927
7615,class1,1904,1410
7616,class7,414,136
7617,class6,2300,275
7618,class1,3397,2092
7619,class0,5704,3195
7620,class3,4225,1934
7621,class1,2842,2386
7622,class6,2219,2522
7623,class1,3653,1228
7624,class3,3944,5654
7625,class1,3043,3208
7626,class6,3022,208
7627,class6,2585,1379
7628,class1,2682,1620
7629,class5,4933,756
7630,class1,4723,7916
7631,class3,3697,6759
7632,class7,105,595
7633,class0,2380,6662
7634,class3,4112,2876
7635,class6,2468,1565
7636,class3,2585,2024
7637,class3,4204,5682
7638,class6,2584,3486
7639,class4,3928,3789
7640,class7,0,203
7641,class1,4664,8269
7642,class7,45,9
7643,class6,2878,4054
7644,class6,3580,8329
7645,class7,21,103
7646,class1,3168,6909
7647,class6,1927,2388
7648,class1,3262,2225
7649,class1,3129,6757
7650,class7,16,374
7651,class7,15,186
7652,class3,7396,1432
7653,class3,3958,1802
7654,class3,5260,5810
7655,class1,1357,4506
7656,class7,140,219
7657,class6,2382,110
7658,class3,3338,4454
7659,class1,3858,5243
7660,class6,3620,3804
7661,class4,4282,8338
7662,class3,6912,6313
7663,class1,3619,6236
7664,class3,3453,1024
7665,class1,3606,4230
7666,class7,1314,36
7667,class6,3192,740
7668,class5,2474,2665
7669,class1,3332,5062
7670,class2,2302,3025
7671,class6,2927,1334
7672,class6,3669,2565
7673,class2,2371,86
7674,class7,116,177
7675,class3,5590,2850
7676,class1,4285,8141
7677,class4,3304,1695
7678,class6,3149,347
7679,class6,3180,411
7680,class0,6886,3850
7681,class1,4062,1873
7682,class1,2955,5994
7683,class1,3173,4709
7684,class3,3216,3717
7685,class7,128,373
7686,class7,11,1203
7687,class7,844,7537
7688,class3,4113,7507
7689,class1,2772,1345
7690,class3,10416,1162
7691,class2,330,971
7692,class1,3017,2461
7693,class6,1803,295
7694,class1,3482,3824
7695,class1,2594,5547
7696,class1,3205,2773
7697,class1,3111,5030
7698,class4,1972,2514
7699,class2,314,6679
7700,class5,5794,850
7701,class7,599,2490
7702,class6,2515,3029
7703,class4,6533,84
7704,class6,2996,2949
7705,class7,5,473
7706,class7,1,287
7707,class2,202,1016
7708,class1,1801,5720
7709,class2,173,1265
7710,class0,5906,1814
7711,class1,2875,3004
7712,class6,2504,1890
7713,class1,2907,2917
7714,class3,4433,893
7715,class6,1813,718
7716,class5,2556,388
7717,class5,5914,1657
7718,class3,0,0
7719,class3,3,55
7720,class0,5557,3743
7721,class6,2814,1674
7722,class0,5334,1634
7723,class7,448,8114
7724,class6,3287,836
7725,class5,3868,251
7726,class5,4710,1888
7727,class2,3823,1156
7728,class3,4477,7216
7729,class7,19,237
7730,class6,2529,2538
7731,class5,6531,2839
7732,class1,3392,5653
7733,class6,2652,260
7734,class6,1993,7064
7735,class3,8979,960
7736,class3,4500,2164
7737,class5,2084,610
7738,class3,3328,4195
7739,class4,1010,1386
7740,class1,3749,6398
7741,class7,522,32
7742,class3,3600,801
7743,class6,2203,1739
7744,class7,6,4311
7745,class6,1977,2177
7746,class0,3988,2081
7747,class0,5110,4452
7748,class3,4252,2817
7749,class1,3066,2526
7750,class5,868,4379
7751,class1,3494,5965
7752,class2,3332,272
7753,class6,3120,1766
7754,class5,3963,177
7755,class0,4096,165
7756,class3,4054,1472
7757,class3,3832,8930
7758,class0,6275,832
7759,class1,2945,8737
7760,class3,6237,4545
7761,class4,5029,194
7762,class0,3252,886
7763,class0,706,13
7764,class6,2627,1496
7765,class6,1143,337
7766,class3,3186,452
7767,class7,33,2259
7768,class1,3253,3904
7769,class5,3537,1279
7770,class1,3453,3896
7771,class7,1,220
7772,class6,2426,190
7773,class6,2454,5648
7774,class5,5329,989
7775,class4,5596,96
7776,class6,3623,4169
7777,class4,6010,340
7778,class3,5351,914
7779,class4,3404,17
7780,class3,6073,2541
7781,class1,2935,5195
7782,class3,4467,229
7783,class7,57,177
7784,class3,2411,8417
7785,class6,3027,9409
7786,class1,3161,4476
7787,class4,3662,418
7788,class1,3080,3703
7789,class6,2478,549
7790,class6,2310,2367
7791,class3,3708,4834
7792,class7,32,881
7793,class6,3671,346
7794,class1,1448,5409
7795,class2,279,4539
7796,class7,383,5
7797,class7,243,569
7798,class1,4896,3479
7799,class7,0,493
7800,class3,1665,4711
7801,class4,5183,2396
7802,class1,3028,5300
7803,class2,267,397
7804,class5,1443,723
7805,class2,519,6167
7806,class1,4570,1968
7807,class1,8291,2880
7808,class1,3730,5609
7809,class6,4650,4499
7810,class7,499,86
7811,class7,76,587
7812,class3,6654,2763
7813,class3,2997,2446
7814,class7,5,34
7815,class3,4481,1481
7816,class1,4094,4401
7817,class3,4152,641
7818,class1,2839,3587
7819,class6,1724,2066
7820,class0,7306,3719
7821,class7,18,76
7822,class3,4299,4270
7823,class1,3211,6320
7824,class6,3557,539
7825,class0,5018,6762
7826,class3,5471,1448
7827,class3,7839,2004
7828,class1,3912,2838
7829,class7,35,429
7830,class1,3646,6183
7831,class1,3743,3230
7832,class1,1260,2189
7833,class0,6993,3191
7834,class3,3816,7298
7835,class4,1893,4385
7836,class6,2465,6244
7837,class4,2735,209
